WALS-ID,ISO,Name,Glottocode,Family,Latitude,Longitude,Genus,Consonant Inventories,Vowel Quality Inventories,Consonant-Vowel Ratio,Voicing in Plosives and Fricatives,Voicing and Gaps in Plosive Systems,Uvular Consonants,Glottalized Consonants,Lateral Consonants,The Velar Nasal,Vowel Nasalization,Nasal Vowels in West Africa,Front Rounded Vowels,Syllable Structure,Tone,Fixed Stress Locations,Weight-Sensitive Stress,Weight Factors in Weight-Sensitive Stress Systems,Rhythm Types,Absence of Common Consonants,Presence of Uncommon Consonants,Fusion of Selected Inflectional Formatives,Exponence of Selected Inflectional Formatives,Exponence of Tense-Aspect-Mood Inflection,Inflectional Synthesis of the Verb,Locus of Marking in the Clause,Locus of Marking in Possessive Noun Phrases,Locus of Marking: Whole-language Typology,Zero Marking of A and P Arguments,Prefixing vs. Suffixing in Inflectional Morphology,Reduplication,Case Syncretism,Syncretism in Verbal Person/Number Marking,Number of Genders,Sex-based and Non-sex-based Gender Systems,Systems of Gender Assignment,Coding of Nominal Plurality,Occurrence of Nominal Plurality,Plurality in Independent Personal Pronouns,The Associative Plural,Definite Articles,Indefinite Articles,Inclusive/Exclusive Distinction in Independent Pronouns,Inclusive/Exclusive Forms in Pama-Nyungan,Inclusive/Exclusive Distinction in Verbal Inflection,Distance Contrasts in Demonstratives,Pronominal and Adnominal Demonstratives,Third Person Pronouns and Demonstratives,Gender Distinctions in Independent Personal Pronouns,Politeness Distinctions in Pronouns,Indefinite Pronouns,Intensifiers and Reflexive Pronouns,Person Marking on Adpositions,Number of Cases,Asymmetrical Case-Marking,Position of Case Affixes,Comitatives and Instrumentals,Ordinal Numerals,Distributive Numerals,Numeral Classifiers,Conjunctions and Universal Quantifiers,Position of Pronominal Possessive Affixes,Obligatory Possessive Inflection,Number of Possessive Nouns,Possessive Classification,"Genitives, Adjectives and Relative Clauses",Adjectives without Nouns,Action Nominal Constructions,Noun Phrase Conjunction,Nominal and Verbal Conjunction,Perfective/Imperfective Aspect,The Past Tense,The Future Tense,The Perfect,Position of Tense-Aspect Affixes,The Morphological Imperative,The Prohibitive,Imperative-Hortative Systems,The Optative,Situational Possibility,Epistemic Possibility,Overlap between Situational and Epistemic Modal Marking,Semantic Distinctions of Evidentiality,Coding of Evidentiality,Suppletion According to Tense and Aspect,Suppletion in Imperatives and Hortatives,Verbal Number and Suppletion,"Order of Subject, Object and Verb","Languages with two Dominant Orders of Subject, Object, and Verb",Order of Subject and Verb,Order of Object and Verb,"Order of Object, Oblique, and Verb",Order of Adposition and Noun Phrase,Order of Genitive and Noun,Order of Adjective and Noun,Order of Demonstrative and Noun,Order of Numeral and Noun,Order of Relative Clause and Noun,Prenominal relative clauses,Postnominal relative clauses,Internally-headed relative clauses,Correlative relative clauses,Adjoined relative clauses,Double-headed relative clauses,Order of Degree Word and Adjective,Position of Polar Question Particles,Position of Interrogative Phrases in Content Questions,Order of Adverbial Subordinator and Clause,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Alignment of Case Marking of Full Noun Phrases,Alignment of Case Marking of Pronouns,Alignment of Verbal Person Marking,Expression of Pronominal Subjects,Verbal Person Marking,Third Person Zero of Verbal Person Marking,Order of Person Markers on the Verb,Ditransitive Constructions: The Verb 'Give',Reciprocal Constructions,Passive Constructions,Antipassive Constructions,Productivity of the Antipassive Construction,Applicative Constructions,Other Roles of Applied Objects,Periphrastic Causative Constructions,Nonperiphrastic Causative Constructions,Negative Morphemes,Symmetric and Asymmetric Standard Negation,Subtypes of Asymmetric Standard Negation,Negative Indefinite Pronouns and Predicate Negation,Polar Questions,Predicative Possession,Predicative Adjectives,Nominal and Locational Predication,Zero Copula for Predicate Nominals,Comparative Constructions,Relativization on Subjects,Relativization on Obliques,'Want' Complement Subjects,Purpose Clauses,'When' Clauses,Reason Clauses,Utterance Complement Clauses,Hand and Arm,Finger and Hand,Cultural Categories of Languages with Identity of 'Finger' and 'Hand',Numeral Bases,Number of Non-Derived Basic Colour Categories,Number of Basic Colour Categories,Green and Blue,Red and Yellow,M-T Pronouns,M in First Person Singular,N-M Pronouns,M in Second Person Singular,Tea,Irregular Negatives in Sign Languages,Question Particles in Sign Languages,Writing Systems,Para-Linguistic Usages of Clicks,Order of Negative Morpheme and Verb,Obligatory Double Negation,Optional Double Negation,Optional Triple Negation,Preverbal Negative Morphemes,Postverbal Negative Morphemes,Minor morphological means of signaling negation,"Position of Negative Word With Respect to Subject, Object, and Verb",Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,Languages with different word order in negative clauses,The Position of Negative Morphemes in SVO Languages,Multiple Negative Constructions in SVO Languages,Obligatory Double Negation in SVO languages,Optional Double Negation in SVO languages,NegSVO Order,SNegVO Order,SVNegO Order,SVONeg Order,The Position of Negative Morphemes in SOV Languages,Multiple Negative Constructions in SOV Languages,Obligatory Double Negation in SOV languages,Optional Double Negation in SOV languages,NegSOV Order,SNegOV Order,SONegV Order,SOVNeg Order,The Position of Negative Morphemes in Verb-Initial Languages,Double negation in verb-initial languages,Verb-Initial with Preverbal Negative,Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object,Verb-Initial with Clause-Final Negative,The Position of Negative Morphemes in Object-Initial Languages
awk,akw,Akwa,akwa1248,Niger-Congo,0.0,16.5,Bantu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inflectional optative absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nue,nus,Nuer,nuer1246,Eastern Sudanic,8.33333333333,32.0,Western Nilotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly suffixing,,,,,,,Plural stem change,,,,,,,,,,,,,,,,,,,Case stem change,,,,,,Possessive suffixes,,,,,,,'And' identical to 'with',,,,,,No tense-aspect inflection,,,,,,,,,,,,,No dominant order,SOV or SVO,SV,No dominant order,No dominant order,Prepositions,Noun-Genitive,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Relative clause,,Noun-Relative clause (NRel) dominant,,,,,,,Not initial interrogative phrase,Initial subordinator word,Other,Other,Other,,,,Subject affixes on verb,,,,,,,,,,,,,Negative particle,,,,,Conjunctional,Mixed,Different,Impossible,Locational,,,,,,,,,,,,,,,,,,,,,,,,,NegV,,,,NegV,,,NegSOV,"Beginning, not immed preverbal","SVO/SOV, but SOVNeg",,,,,,,,,SVO/SOV but SOVNeg,,,,NoDoubleNeg,No SNegOV,No SONegV,NoSOVNeg,,,,,,
uku,kuu,Upper Kuskokwim,uppe1438,Na-Dene,63.0,-157.0,Athapaskan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interrogative-based,,,,,,,,,,,,,,,,,,,Differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indirect-object construction,,,,,,,,,,,,Negative existential construction,,,,,,,,,Desiderative particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swe,swe,Swedish,swed1254,Indo-European,60.0,15.0,Germanic,,,,,,,,,,,,,,,No fixed stress,Right-oriented: One of the last three,Long vowel or coda consonant,No rhythmic stress,,,,,,,,,,,Strongly suffixing,,,,,,,Plural suffix,"All nouns, always obligatory",,,Definite affix,Indefinite word same as 'one',,,,Two-way contrast,Identical,,,Binary politeness distinction,Special,Identical,,2 cases,Additive-quantitatively asymmetrical,No case affixes or adpositional clitics,Identity,"First, second, three-th",,,,No possessive affixes,,,,,,Other,'And' different from 'with',,No grammatical marking,"Present, no remoteness distinctions",No inflectional future,From possessive,Tense-aspect suffixes,Second person number-neutral,Normal imperative + normal negative,Neither type of system,Inflectional optative absent,Verbal constructions,Verbal constructions,Overlap for both possibility and necessity,Indirect only,Mixed,Tense,None (= no suppletive imperatives reported in the reference material),,SVO,,SV,VO,VOX,Prepositions,Genitive-Noun,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Relative clause,,Noun-Relative clause (NRel) dominant,,,,,Degree word-Adjective,No question particle,Initial interrogative phrase,Initial subordinator word,VO and Prepositions,VO and NRel,VO and AdjN,,,,Obligatory pronouns in subject position,,,,,,,,,,,,,Negative particle,,,Mixed behaviour,Interrogative word order,'Have',Nonverbal encoding,Identical,Impossible,,,,,,,,,,,,,,,,,,,,,Words derived from Min Nan Chinese te,,,,Affective meanings,Type 1 / Type 2,,,,NegV,VNeg,,More than one position,,,More than one construction,SNegVO/SVNegO,,,No NegSVO,Word&NoDoubleNeg,Word&NoDoubleNeg,No SVONeg,,,,,,,,,,,,,,
adg,adn,Adang,adan1251,Greater West Bomberai,-8.2,124.0,Alor-Pantar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Little affixation,,,,,,,No plural,,,,Demonstrative word used as definite article,,,,,,,,,,,,,,,No case affixes or adpositional clitics,,,,,,Possessive prefixes,,,,,,,,,,,,,No tense-aspect inflection,,,,,,,,,,,,,SOV,,SV,OV,,Postpositions,Genitive-Noun,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,,,,,,,,No dominant order,,Not initial interrogative phrase,,OV and Postpositions,,OV and NAdj,,,,,,,,,,,,,,,,,Negative particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OptDoubleNeg,,(Neg)VNeg,,NegV,VNeg,,OptDoubleNeg,Immed postverbal,,,,,,,,,,OptDoubleNeg,,,S(Neg)OVNeg,No NegSOV,OnlyWithAnotherNeg,No SONegV,Word&OptDoubleNeg,,,,,,
lep,lep,Lepcha,lepc1244,Sino-Tibetan,27.1666666667,88.5,Himalayish,Moderately large,Large (7-14),Average,In both plosives and fricatives,None missing in /p t k b d g/,,No glottalized consonants,"/l/, no obstruent laterals",Initial velar nasal,,,Mid only,Complex,,,,,,All present,,,,,,,,,,Little affixation,,No syncretism,No subject person/number marking,,No gender,No gender,Plural word,"All nouns, always obligatory",Person-number stem + pronominal plural affix,Associative same as additive plural,Definite word distinct from demonstrative,Indefinite word same as 'one',No inclusive/exclusive,,No person marking,,,Unrelated,No gender distinctions,,,,No person marking,2 cases,Additive-quantitatively asymmetrical,No case affixes or adpositional clitics,,,,,,No possessive affixes,,,,,,,'And' different from 'with',Differentiation,,,,,Tense-aspect suffixes,Second person number-neutral,Special imperative + special negative,Maximal system,Inflectional optative absent,Verbal constructions,Affixes on verbs,No overlap,No grammatical evidentials,No grammatical evidentials,,,,SOV,,SV,OV,,Postpositions,Genitive-Noun,Noun-Adjective,Demonstrative-Noun,Noun-Numeral,,,,,,,,,Final,Not initial interrogative phrase,Final subordinator word,OV and Postpositions,,OV and NAdj,Nominative - accusative (standard),Nominative - accusative (standard),Neutral,Obligatory pronouns in subject position,No person marking,No person marking,A and P do not or do not both occur on the verb,Indirect-object construction,,Present,,,,,Purposive but no sequential,Morphological but no compound,Double negation,,,,Question particle,Genitive,Mixed,Different,Impossible,,,,Subject is left implicit,,,,,,,,,,,,,,,,,,,,,,ObligDoubleNeg,[Neg-V-Neg],,,[Neg-V],[V-Neg],,ObligDoubleNeg,,,,,,,,,,,ObligDoubleNeg,,SO[Neg-V-Neg],,No NegSOV,No SNegOV,Prefix&OnlyWithAnotherNeg,Suffix&OnlyWithAnotherNeg,,,,,,
myy,xyj,Mayi-Yapi,mayk1239,Pama-Nyungan,-20.0,141.0,Northern Pama-Nyungan,,,,,,,,,,,,,,,Initial,Fixed stress (no weight-sensitivity),No weight,Trochaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iva,ivb,Ivatan,ibat1238,Austronesian,20.5,122.0,Batanic,Average,Small (2-4),Moderately high,In plosives alone,None missing in /p t k b d g/,,No glottalized consonants,"/l/, no obstruent laterals",,,,,Moderately complex,No tones,,,,,All present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marked by prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lmb,lam,Lamba,lamb1271,Niger-Congo,-13.0,28.0,Bantu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plural prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No dominant order,,,,,Prepositions,Noun-Genitive,Noun-Adjective,Mixed,,,,,,,,,,,Not initial interrogative phrase,Initial subordinator word,,,,,,,Subject pronouns in different position,,,,,,,,,,,,,,,,,Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyi,nyi,Nyimang,amas1236,Eastern Sudanic,12.1666666667,29.3333333333,Nyimang,Moderately small,Large (7-14),Moderately low,In plosives alone,Missing /p/,,No glottalized consonants,"/l/, no obstruent laterals",,,,,Moderately complex,Complex tone system,,,,,All present,,,,,,,,,,Strongly suffixing,,,,,,,No plural,,,Unique affixal associative plural,,,,,,,,,,,,,,,,Case suffixes,,,,,,,,,,,,,,,,,,,Tense-aspect suffixes,,,,,,,,,,,,,SOV,,SV,OV,,Postpositions,Genitive-Noun,Noun-Adjective,Noun-Demonstrative,,,,,,,,,,,,Initial subordinator word,OV and Postpositions,,OV and NAdj,,,,,,,,,,,,,,,,,Negative particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NegV,,,,NegV,,,SONegV,Immed preverbal,,,,,,,,,,SONegV,,,,No NegSOV,No SNegOV,Word&NoDoubleNeg,NoSOVNeg,,,,,,
coc,cod,Cocama,coca1259,Tupian,-5.0,-74.5,Maweti-Guarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly suffixing,,,,,,,Plural suffix,,,,No definite or indefinite article,No definite or indefinite article,,,,,,,,,,,,,,Case suffixes,,,,,,,,,,,,,,,No grammatical marking,"Present, 2-3 remoteness distinctions",Inflectional future exists,Other perfect,No tense-aspect inflection,,,,,,,,Indirect only,Verbal affix or clitic,,,,SVO,,SV,VO,No dominant order,Postpositions,Genitive-Noun,Noun-Adjective,Demonstrative-Noun,Numeral-Noun,,,,,,,,Degree word-Adjective,Second position,Initial interrogative phrase,Mixed,VO and Postpositions,,VO and NAdj,,,,,,,,,,,,,,,,,"Negative word, unclear if verb or particle",,,,Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NegV,,,,NegV,,,NegSVO,"Beginning, not immed preverbal",,NegSVO,,,,NoDoubleNeg,No SNegVO,No SVNegO,No SVONeg,,,,,,,,,,,,,,
amq,amk,Ambai,amba1265,Austronesian,-1.83333333333,136.5,South Halmahera - West New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weakly prefixing,,,,,,,Plural clitic,,,,Definite word distinct from demonstrative,Indefinite word distinct from 'one',,,,,,,,,,,,,,,,,,,,Prefixes and suffixes,,,,,,,,,,,,,No tense-aspect inflection,,,,,,,,,,,,,SVO,,SV,VO,VOX,Prepositions,Genitive-Noun,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Relative clause,,Noun-Relative clause (NRel) dominant,,,,,Adjective-Degree word,Final,Not initial interrogative phrase,,VO and Prepositions,VO and NRel,VO and NAdj,,,,Subject affixes on verb,,,,,,,,,,,,,Negative particle,,,,Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNeg,,,,,VNeg,,SVONeg,"End, not immed postverbal",,SVONeg,,,,No NegSVO,No SNegVO,No SVNegO,NoDoubleNeg,,,,,,,,,,,,,,
jam,djd,Jaminjung,djam1255,Mirndi,-15.0833333333,130.5,Jaminjungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Only human nouns, obligatory",,,,,,,,,,,,,Interrogative-based,,,,,,,,,Absent,Formally different,,,,,Highly differentiated,Without marking,,,Both expressed by juxtaposition,,,,,Tense-aspect suffixes,,,,,,,,,,,,,No dominant order,,No dominant order,No dominant order,No dominant order,,,No dominant order,Mixed,No dominant order,,,,,,,,,,,,Other,Other,Other,,,,Subject affixes on verb,,,,Secondary-object construction,,,,,,,,,,,,Predicate negation also present,,,,,,,,,Desiderative verbal affix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tsn,tso,Tsonga,tson1249,Niger-Congo,-24.0,32.0,Bantu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In either of two positions,Not initial interrogative phrase,,,,,,,,Subject pronouns in different position,,,,,,,,,,,,,Negative particle,,,,Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NegV,,,,NegV,,,,,,,,,,,,,,,,,,,,,,,,,,,
iha,ihp,Iha,ihaa1241,Greater West Bomberai,-2.91666666667,132.25,West Bomberai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed morphological plural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tense-aspect suffixes,,,,,,,,,,,,,SOV,,SV,OV,OXV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cve,cjv,Chuave,chua1250,Trans-New Guinea,-6.11666666667,145.116666667,Chimbu-Wahgi,Small,Average (5-6),Moderately low,In plosives alone,Missing /p/,,No glottalized consonants,No laterals,,,,,,,,,,,All present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deu,der,Deuri,deor1238,Sino-Tibetan,26.0,90.25,Brahmaputran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly suffixing,,,,,,,Plural suffix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tense-aspect suffixes,,,,,,,,,,,,,SOV,,SV,OV,,,,Adjective-Noun,,No dominant order,,,,,,,,,No question particle,,,,,OV and AdjN,,,,,,,,,,,,,,,,,Negative affix,,,,Interrogative verb morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[V-Neg],,,,,[V-Neg],,MorphNeg,,,,,,,,,,,SO[V-Neg],,,,No NegSOV,No SNegOV,No SONegV,Suffix&NoDoubleNeg,,,,,,
thw,ssf,Thao,thao1240,Austronesian,23.8833333333,120.916666667,Western Plains Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Productive full and partial reduplication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mra,mec,Mara,mara1385,Mangarrayi-Maran,-15.0,135.166666667,Mara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weakly prefixing,Productive full and partial reduplication,,,,,,Plural prefix,,,,No definite or indefinite article,No definite or indefinite article,,,,,,,,,Interrogative-based,,,,,Case prefixes,,,,,,Possessive suffixes,,,,,,,,,,,,,Tense-aspect suffixes,,,,,,,,,,Aspect,None (= no suppletive imperatives reported in the reference material),,No dominant order,,No dominant order,No dominant order,No dominant order,Prepositions,No dominant order,Noun-Adjective,Demonstrative-Noun,,,,,,,,,,No question particle,Initial interrogative phrase,Initial subordinator word,Other,Other,Other,,,,Subject affixes on verb,,,,,,,,,,,,,Negative particle,,,,Interrogative intonation only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Type 1 / Type 3,,,,NegV&[Neg-V],,,,,,,,,,,,,,,,,,,,,,,,,,,
wrm,wsa,Warembori,ware1253,Austronesian,-1.66666666667,137.583333333,South Halmahera - West New Guinea,,,,,,,,,No velar nasal,,,,,,,,,,,,Exclusively concatenative,No case,monoexponential TAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No second-person imperatives,Normal imperative + normal negative,,,,,,,,,,,SVO,,SV,VO,,Prepositions,Genitive-Noun,Noun-Adjective,,,,,,,,,,,,,,VO and Prepositions,,VO and NAdj,,,,Subject affixes on verb,,,,Indirect-object construction,,,,,,,,,Negative particle,Symmetric,Non-assignable,,,,,,,,,,Subject is expressed overtly,,,,,,,,,,,,,,,,,,,,,,VNeg,,,,,VNeg,,SVONeg,"End, not immed postverbal",,SVONeg,,,,No NegSVO,No SNegVO,No SVNegO,NoDoubleNeg,,,,,,,,,,,,,,
sge,sop,Songe,song1303,Niger-Congo,-6.83333333333,22.0,Bantu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prepositions,,,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebi,igb,Ebira,ebir1243,Niger-Congo,8.16666666667,7.0,Nupoid,,,,,,,,,,Contrast absent,no nasal vs. oral vowel contrast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SVO,,SV,VO,,,,,,,,,,,,,,,In either of two positions,,,,,,,,,Subject pronouns in different position,,,,,,,,,,,,,,Asymmetric,A/Cat,,Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NegV,,,,NegV,,,SNegVO,Immed preverbal,,SNegVO,,,,No NegSVO,Word&NoDoubleNeg,No SVNegO,No SVONeg,,,,,,,,,,,,,,
yil,yll,Yil,yill1241,Torricelli,-3.53333333333,142.15,East Wapei,,,,,,,,,,,,,,,No fixed stress,Left-edge: First or second,Prominence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kef,kbr,Kefa,kafa1242,Afro-Asiatic,7.25,36.25,Ta-Ne-Omotic,Average,Average (5-6),Average,In plosives alone,None missing in /p t k b d g/,,Ejectives only,"/l/, no obstruent laterals",,,,,Moderately complex,Simple tone system,,,,,All present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marked by reduplication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eme,eme,Émérillon,emer1243,Tupian,3.16666666667,-52.4166666667,Maweti-Guarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal prefixing and suffixing,,,,,,,Plural clitic,,,,,,,,,,,,,,,,,,,Postpositional clitics,,,,,,Possessive prefixes,,,,,,,,,,,,,Tense-aspect suffixes,,,,,,,,,,,,,SOV,,SV,OV,No dominant order,Postpositions,Genitive-Noun,Noun-Adjective,Demonstrative-Noun,Numeral-Noun,Noun-Relative clause,,Noun-Relative clause (NRel) dominant,,,,,,Second position,Initial interrogative phrase,Subordinating suffix,OV and Postpositions,OV and NRel,OV and NAdj,,,,Subject affixes on verb,,,,,,,,,,,,,Double negation,,,,Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ObligDoubleNeg,[Neg-V-Neg],,,[Neg-V],[V-Neg],,ObligDoubleNeg,,,,,,,,,,,ObligDoubleNeg,,SO[Neg-V-Neg],,No NegSOV,No SNegOV,Prefix&OnlyWithAnotherNeg,Suffix&OnlyWithAnotherNeg,,,,,,
chr,crw,Chrau,chra1242,Austro-Asiatic,10.75,107.5,Bahnaric,,,,,,,,,Initial velar nasal,,,,,,,,,,,,,,,,,,,,Little affixation,Productive full and partial reduplication,,,,,,No plural,,,,No definite or indefinite article,No definite or indefinite article,,,,,,,No gender distinctions,,,,No person marking,,,No case affixes or adpositional clitics,,,,,,No possessive affixes,,,,,,,,,,,,,No tense-aspect inflection,No second-person imperatives,Normal imperative + special negative,Neither type of system,Inflectional optative absent,,,,No grammatical evidentials,No grammatical evidentials,,,,SVO,,SV,VO,No dominant order,Prepositions,Noun-Genitive,Noun-Adjective,Noun-Demonstrative,Numeral-Noun,Noun-Relative clause,,Noun-Relative clause (NRel) dominant,,,,,No dominant order,Final,Initial interrogative phrase,Initial subordinator word,VO and Prepositions,VO and NRel,VO and NAdj,,,Neutral,,No person marking,No person marking,A and P do not or do not both occur on the verb,Indirect-object construction,,Absent,,,,,,,"Negative word, unclear if verb or particle",,,,Question particle,,Verbal encoding,Different,Possible,,,,,,,,,Identical,Different,,,,,,,,,,,Words derived from Sinitic cha,,,,,OptDoubleNeg,,NegV(Neg),,NegV,VNeg,,OptDoubleNeg,Immed preverbal,,OptNeg,,,SNegVO(Neg),No NegSVO,Word&OptDoubleNeg,No SVNegO,OnlyWithAnotherNeg,,,,,,,,,,,,,,
tgb,tbw,Tagbanwa (Aborlan),tagb1258,Austronesian,9.5,118.5,Greater Central Philippine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marked by prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
